Num,Horse Name,Age,Gender,Handicap Rating,Career Runs,Career Wins,Career Strike Rate,Career ROI,Career Placings,Career Place Strike Rate,Dry Track Runs,Dry Track Wins,Dry Track Strike Rate,Dry Track ROI,Wet Track Runs,Wet Track Wins,Wet Track Strike Rate,Wet Track ROI,Average Prize Money,Career Prize Money,Best Fixed Odds,BetEasy Odds,Weight,Weight Carried,Barrier,Prize Money,This Track Runs,This Track Wins,This Track Strike Rate,This Track ROI,This Track Places,This Track Place Strike Rate,This Distance Runs,This Distance Wins,This Distance Strike Rate,This Distance ROI,This Distance Places,This Distance Place Strike Rate,This Track Distance Runs,This Track Distance Wins,This Track Distance Strike Rate,This Track Distance ROI,This Track Distance Places,This Track Distance Place Strike Rate,This Condition Runs,This Condition Wins,This Condition Strike Rate,This Condition ROI,This Condition Places,This Condition Place Strike Rate,Jockey,Apprentice,Jockey Weight Claim,Jockey Last 100 Horse Earnings,Jockey Last 100 Avg Horse Earnings,Jockey Last 100 Starts,Jockey Last 100 Wins,Jockey Last 100 Strike Rate,Jockey Last 100 ROI,Jockey Last 100 Places,Jockey Last 100 Place Strike Rate,Jockey 12 Month Horse Earnings,Jockey 12 Month Avg Horse Earnings,Jockey 12 Months Starts,Jockey 12 Months Wins,Jockey 12 Months Strike Rate,Jockey 12 Months ROI,Jockey 12 Months Places,Jockey 12 Months Place Strike Rate,Jockey This Season Horse Earnings,Jockey This Season Avg Horse Earnings,Jockey This Season Starts,Jockey This Season Wins,Jockey This Season Strike Rate,Jockey This Season ROI,Jockey This Season Places,Jockey This Season Place Strike Rate,Jockey Last Season Horse Earnings,Jockey Last Season Avg Horse Earnings,Jockey Last Season Starts,Jockey Last Season Wins,Jockey Last Season Strike Rate,Jockey Last Season ROI,Jockey Last Season Places,Jockey Last Season Place Strike Rate,Trainer,Trainer Last 100 Horse Earnings,Trainer Last 100 Avg Horse Earnings,Trainer Last 100 Starts,Trainer Last 100 Wins,Trainer Last 100 Strike Rate,Trainer Last 100 ROI,Trainer Last 100 Places,Trainer Last 100 Place Strike Rate,Trainer 12 Month Horse Earnings,Trainer 12 Month Avg Horse Earnings,Trainer 12 Months Starts,Trainer 12 Months Wins,Trainer 12 Months Strike Rate,Trainer 12 Months ROI,Trainer 12 Months Places,Trainer 12 Months Place Strike Rate,Trainer This Season Horse Earnings,Trainer This Season Avg Horse Earnings,Trainer This Season Starts,Trainer This Season Wins,Trainer This Season Strike Rate,Trainer This Season ROI,Trainer This Season Places,Trainer This Season Place Strike Rate,Trainer Last Season Horse Earnings,Trainer Last Season Avg Horse Earnings,Trainer Last Season Starts,Trainer Last Season Wins,Trainer Last Season Strike Rate,Trainer Last Season ROI,Trainer Last Season Places,Trainer Last Season Place Strike Rate,Last Start Finish Position,Last Start Margin,Last Start Distance,Last Start Distance Change,Last Start Prize Money,Form Guide Url,Horse Profile Url,Jockey Profile Url,Trainer Profile Url,FinishResult
8,Spritza Seritza,3,F,0,2,0,0,-100,0,0,0,0,0,0,2,0,0,-100,500,1000,15,,56,54.5,3,22000,1,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Reece Jones,Yes,1.5,338360,3384,100,14,14,-29,39,39,1018660,2521,404,46,11.39,-11,126,31.19,811340,3050,266,36,13.53,-17,96,36.09,207320,1502,138,10,7.25,1,30,21.74,Rodney Northam,349550,3496,100,17,17,-10,35,35,868898,2955,294,34,11.56,-37,99,33.67,401490,3346,120,20,16.67,-13,41,34.17,730788,2983,245,26,10.61,-42,83,33.88,9,4.53,1000m,-300,500,https://www.punters.com.au/form-guide/gunnedah_188184/ultra-fleet-fandm-maiden-handicap_1087726/,https://www.punters.com.au/horses/spritza-seritza_763826/,https://www.punters.com.au/jockeys/reece-jones_15212/,https://www.punters.com.au/trainers/rodney-northam_420/,6
9,Vista Girl,4,M,0,10,0,0,-100,1,10,3,0,0,-100,7,0,0,-100,1377,13770,2.1,,56,56,6,22000,1,0,0,-100,1,100,3,0,0,-100,1,33.33,1,0,0,-100,1,100,3,0,0,-100,0,0,Jake Pracey-Holmes,No,,163040,1630,100,8,8,-27,32,32,705490,1603,440,32,7.27,-52,110,25,222000,1379,161,9,5.59,-50,46,28.57,784511,1747,449,36,8.02,-58,111,24.72,Gavin Groth,107320,1073,100,5,5,-47,22,22,182260,1391,131,9,6.87,-31,33,25.19,65415,1363,48,4,8.33,16,13,27.08,173420,1495,116,7,6.03,-55,33,28.45,2,0.53,1300m,0,3900,https://www.punters.com.au/form-guide/gunnedah_188184/ultra-fleet-fandm-maiden-handicap_1087726/,https://www.punters.com.au/horses/vista-girl_720545/,https://www.punters.com.au/jockeys/jake-pracey-holmes_2640/,https://www.punters.com.au/trainers/gavin-groth_2708/,8
10,Creme De Vin,3,F,0,4,0,0,-100,0,0,1,0,0,-100,3,0,0,-100,525,2100,191,,55.5,55.5,4,22000,1,0,0,-100,0,0,1,0,0,-100,0,0,1,0,0,-100,0,0,1,0,0,-100,0,0,Belinda Hodder,No,,145175,1452,100,6,6,-73,23,23,1501820,1903,789,65,8.24,-53,218,27.63,493225,1707,289,19,6.57,-61,74,25.61,1304945,1854,704,61,8.66,-47,198,28.13,Sally Torrens,117145,1171,100,5,5,-39,14,14,120725,1118,108,5,4.63,-44,14,12.96,45610,1200,38,3,7.89,-46,5,13.16,117180,1288,91,6,6.59,-6,16,17.58,10,10.42,1300m,0,500,https://www.punters.com.au/form-guide/gunnedah_188184/ultra-fleet-fandm-maiden-handicap_1087726/,https://www.punters.com.au/horses/creme-de-vin_755823/,https://www.punters.com.au/jockeys/belinda-hodder_1798/,https://www.punters.com.au/trainers/sally-torrens_8938/,7
11,Flying Cosmos,7,M,0,32,0,0,-100,5,15.63,24,0,0,-100,8,0,0,-100,999,31980,101,,55.5,55.5,8,22000,4,0,0,-100,0,0,10,0,0,-100,2,20,1,0,0,-100,0,0,24,0,0,-100,5,20.83,Kath Bell-Pitomac,Yes,,166535,1665,100,9,9,-9,27,27,559355,1650,339,29,8.55,5,86,25.37,300375,1632,184,15,8.15,-20,52,28.26,258980,1671,155,14,9.03,35,34,21.94,Les Roberts,72605,726,100,1,1,-94,11,11,62180,683,91,1,1.1,-93,9,9.89,21975,687,32,0,0,-100,4,12.5,61880,836,74,1,1.35,-92,10,13.51,7,7.73,1400m,100,500,https://www.punters.com.au/form-guide/gunnedah_188184/ultra-fleet-fandm-maiden-handicap_1087726/,https://www.punters.com.au/horses/flying-cosmos_677169/,https://www.punters.com.au/jockeys/kath-bell-pitomac_8495/,https://www.punters.com.au/trainers/les-roberts_2438/,2
13,Norma Jeane,6,M,0,16,0,0,-100,3,18.75,11,0,0,-100,5,0,0,-100,1302,20835,21,,55.5,55.5,1,22000,0,0,0,0,0,0,5,0,0,-100,0,0,0,0,0,0,0,0,11,0,0,-100,1,9.09,Mikayla Weir,Yes,,321195,3212,100,11,11,-26,30,30,2274960,2228,1021,74,7.25,-24,251,24.58,921690,2464,374,29,7.75,-23,102,27.27,1978470,2105,940,63,6.7,-32,228,24.26,Glenn Frazer,30120,3012,10,2,20,-38,4,40,32220,2929,11,2,18.18,-44,5,45.45,32220,2929,11,2,18.18,-44,5,45.45,0,0,0,0,0,0,0,0,10,8.19,1400m,100,500,https://www.punters.com.au/form-guide/gunnedah_188184/ultra-fleet-fandm-maiden-handicap_1087726/,https://www.punters.com.au/horses/norma-jeane_619257/,https://www.punters.com.au/jockeys/mikayla-weir_11548/,https://www.punters.com.au/trainers/glenn-frazer_15285/,3
14,Perhaps Deday,3,F,0,4,0,0,-100,0,0,2,0,0,-100,2,0,0,-100,591,2365,8.6,,55.5,54,7,22000,1,0,0,-100,0,0,1,0,0,-100,0,0,1,0,0,-100,0,0,2,0,0,-100,0,0,Yvette Lewis,Yes,1.5,187340,1873,100,11,11,-14,32,32,428745,1643,261,25,9.58,-22,69,26.44,185365,2181,85,12,14.12,11,30,35.29,554810,1761,315,37,11.75,-30,90,28.57,Lesley Jeffriess,202945,2029,100,10,10,-9,17,17,54230,1466,37,3,8.11,-54,5,13.51,42690,2668,16,3,18.75,6,4,25,28215,910,31,1,3.23,-89,2,6.45,6,5.58,1300m,0,540,https://www.punters.com.au/form-guide/gunnedah_188184/ultra-fleet-fandm-maiden-handicap_1087726/,https://www.punters.com.au/horses/perhaps-deday_752083/,https://www.punters.com.au/jockeys/yvette-lewis_15912/,https://www.punters.com.au/trainers/lesley-jeffriess_593/,1
1,Chuck'n'paul,6,G,59,39,5,12.82,-37,14,35.9,30,4,13.33,-31,9,1,11.11,-58,2991,116630,3.4,,59,57.5,3,22000,0,0,0,0,0,0,2,0,0,-100,1,50,0,0,0,0,0,0,28,4,14.29,-26,11,39.29,Reece Jones,Yes,1.5,338360,3384,100,14,14,-29,39,39,1018660,2521,404,46,11.39,-11,126,31.19,811340,3050,266,36,13.53,-17,96,36.09,207320,1502,138,10,7.25,1,30,21.74,Geoff O'Brien,113285,1133,100,5,5,-8,17,17,145780,1279,114,6,5.26,4,20,17.54,27615,727,38,1,2.63,-79,7,18.42,141870,1405,101,5,4.95,9,19,18.81,3,3.93,1900m,-150,2100,https://www.punters.com.au/form-guide/gunnedah_188184/koala-capital-benchmark-66-handicap_1087727/,https://www.punters.com.au/horses/chucknpaul_570412/,https://www.punters.com.au/jockeys/reece-jones_15212/,https://www.punters.com.au/trainers/geoff-obrien_600/,3
2,Souchong,5,M,62,9,3,33.33,18,5,55.56,5,1,20,-44,4,2,50,95,4454,40090,4.4,,58.5,58.5,2,22000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,20,-44,1,20,Mikayla Weir,Yes,,321195,3212,100,11,11,-26,30,30,2274960,2228,1021,74,7.25,-24,251,24.58,921690,2464,374,29,7.75,-23,102,27.27,1978470,2105,940,63,6.7,-32,228,24.26,Todd Howlett,363290,3633,100,12,12,-26,33,33,855835,3522,243,28,11.52,-43,83,34.16,354520,3853,92,12,13.04,-18,32,34.78,661945,2955,224,22,9.82,-56,70,31.25,1,0,1750m,-300,11400,https://www.punters.com.au/form-guide/gunnedah_188184/koala-capital-benchmark-66-handicap_1087727/,https://www.punters.com.au/horses/souchong_751485/,https://www.punters.com.au/jockeys/mikayla-weir_11548/,https://www.punters.com.au/trainers/todd-howlett_435/,2
3,Club Town,7,G,55,47,4,8.51,64,17,36.17,35,2,5.71,86,11,2,18.18,6,2186,102750,4.85,,57,57,5,22000,2,0,0,-100,1,50,5,1,20,-16,5,100,1,0,0,-100,1,100,35,2,5.71,86,13,37.14,Grant Buckley,No,,287555,2876,100,12,12,-21,29,29,2983140,3184,937,104,11.1,-36,326,34.79,1009275,2942,343,37,10.79,-32,119,34.69,3090915,3254,950,104,10.95,-34,318,33.47,Michael Lunn,136910,1369,100,4,4,-63,22,22,195700,1223,160,7,4.38,-66,34,21.25,114325,1566,73,3,4.11,-61,18,24.66,149045,932,160,8,5,-65,32,20,1,0,2100m,50,11200,https://www.punters.com.au/form-guide/gunnedah_188184/koala-capital-benchmark-66-handicap_1087727/,https://www.punters.com.au/horses/club-town_473187/,https://www.punters.com.au/jockeys/grant-buckley_555/,https://www.punters.com.au/trainers/michael-lunn_6048/,12
4,Dusktilldawn,5,G,53,43,6,13.95,70,8,18.6,29,5,17.24,130,14,1,7.14,-54,2103,90445,11.2,,56,56,6,22000,2,1,50,150,1,50,8,2,25,350,2,25,2,1,50,150,1,50,29,5,17.24,130,6,20.69,Darryl McLellan,No,,216915,2169,100,6,6,-55,28,28,1142570,2193,521,31,5.95,-52,117,22.46,335470,1973,170,10,5.88,-52,40,23.53,1310220,2668,491,31,6.31,-53,114,23.22,Garry Lunn,157485,1575,100,8,8,-7,21,21,271190,1398,194,12,6.19,-34,41,21.13,133335,1646,81,5,6.17,0,18,22.22,236463,1299,182,12,6.59,-63,44,24.18,10,4.98,1600m,-450,500,https://www.punters.com.au/form-guide/gunnedah_188184/koala-capital-benchmark-66-handicap_1087727/,https://www.punters.com.au/horses/dusktilldawn_631291/,https://www.punters.com.au/jockeys/darryl-mclellan_429/,https://www.punters.com.au/trainers/garry-lunn_4334/,6
5,Kilmarnock,8,G,49,61,6,9.84,-23,14,22.95,40,5,12.5,0,21,1,4.76,-67,1619,98740,16,,55,55,1,22000,5,1,20,70,1,20,7,0,0,-100,0,0,1,0,0,-100,0,0,38,5,13.16,5,8,21.05,Vad Bolozhinskyi,No,,173200,1732,100,10,10,-32,27,27,272990,1422,192,14,7.29,-52,42,21.88,148755,2010,74,9,12.16,-15,20,27.03,251070,1231,204,15,7.35,-44,44,21.57,Lea Selby,78375,784,100,2,2,-92,13,13,64860,968,67,2,2.99,-5,12,17.91,31005,1476,21,2,9.52,202,7,33.33,47530,699,68,1,1.47,-93,6,8.82,7,1.18,2100m,50,500,https://www.punters.com.au/form-guide/gunnedah_188184/koala-capital-benchmark-66-handicap_1087727/,https://www.punters.com.au/horses/kilmarnock_458248/,https://www.punters.com.au/jockeys/vad-bolozhinskyi_3569/,https://www.punters.com.au/trainers/lea-selby_365/,9
6,Nodeel,5,M,47,21,2,9.52,-27,6,28.57,11,2,18.18,40,10,0,0,-100,1918,40275,31,,55,55,4,22000,1,0,0,-100,0,0,3,0,0,-100,1,33.33,1,0,0,-100,0,0,10,2,20,54,5,50,Ashley Morgan,No,,208800,2088,100,8,8,-68,30,30,1524786,2172,702,57,8.12,-25,199,28.35,514165,2008,256,20,7.81,-54,75,29.3,1439555,2329,618,58,9.39,-9,175,28.32,Stirling Osland,194915,1949,100,8,8,-30,35,35,300070,2174,138,12,8.7,-27,49,35.51,116995,2294,51,6,11.76,-20,19,37.25,284850,2094,136,10,7.35,-28,44,32.35,8,7.98,1900m,-150,500,https://www.punters.com.au/form-guide/gunnedah_188184/koala-capital-benchmark-66-handicap_1087727/,https://www.punters.com.au/horses/nodeel_704893/,https://www.punters.com.au/jockeys/ashley-morgan_15693/,https://www.punters.com.au/trainers/stirling-osland_9261/,10
7,Disenchanted,5,M,46,33,2,6.06,-73,9,27.27,18,2,11.11,-51,15,0,0,-100,2101,69320,15,,55,53,8,22000,0,0,0,0,0,0,6,0,0,-100,0,0,0,0,0,0,0,0,17,2,11.76,-48,3,17.65,Liam Blanch,Yes,2,145675,1457,100,7,7,-60,23,23,260555,1515,172,13,7.56,-23,39,22.67,111340,1505,74,5,6.76,-58,14,18.92,250945,1476,170,13,7.65,-26,44,25.88,Stirling Osland,194915,1949,100,8,8,-30,35,35,300070,2174,138,12,8.7,-27,49,35.51,116995,2294,51,6,11.76,-20,19,37.25,284850,2094,136,10,7.35,-28,44,32.35,9,25.38,1900m,-150,500,https://www.punters.com.au/form-guide/gunnedah_188184/koala-capital-benchmark-66-handicap_1087727/,https://www.punters.com.au/horses/disenchanted_608555/,https://www.punters.com.au/jockeys/liam-blanch_15517/,https://www.punters.com.au/trainers/stirling-osland_9261/,5
8,Zagaya,9,G,46,62,9,14.52,12,17,27.42,36,4,11.11,3,26,5,19.23,25,3169,196475,26.5,,55,53.5,11,22000,1,0,0,-100,0,0,5,0,0,-100,0,0,1,0,0,-100,0,0,36,4,11.11,3,8,22.22,Yvette Lewis,Yes,1.5,187340,1873,100,11,11,-14,32,32,428745,1643,261,25,9.58,-22,69,26.44,185365,2181,85,12,14.12,11,30,35.29,554810,1761,315,37,11.75,-30,90,28.57,Bryan Dixon,105300,1053,100,4,4,-52,15,15,374115,1003,373,15,4.02,-53,62,16.62,156485,990,158,5,3.16,-62,28,17.72,392340,1108,354,17,4.8,-49,70,19.77,6,2.79,1600m,-450,375,https://www.punters.com.au/form-guide/gunnedah_188184/koala-capital-benchmark-66-handicap_1087727/,https://www.punters.com.au/horses/zagaya_402886/,https://www.punters.com.au/jockeys/yvette-lewis_15912/,https://www.punters.com.au/trainers/bryan-dixon_14377/,11
9,Luck in Running,5,G,44,21,2,9.52,-45,7,33.33,13,0,0,-100,8,2,25,45,2131,44760,17.2,,55,55,12,22000,0,0,0,0,0,0,2,0,0,-100,1,50,0,0,0,0,0,0,12,0,0,-100,3,25,Luke Cumberland,No,,130710,1307,100,3,3,-69,23,23,366630,1230,298,10,3.36,-69,64,21.48,157050,1227,128,3,2.34,-76,29,22.66,320780,1162,276,9,3.26,-74,51,18.48,Jane Clement,212275,2123,100,11,11,-15,29,29,344955,1971,175,16,9.14,-30,48,27.43,134010,1861,72,5,6.94,-43,20,27.78,311790,2051,152,16,10.53,-36,48,31.58,9,4.21,1600m,-450,375,https://www.punters.com.au/form-guide/gunnedah_188184/koala-capital-benchmark-66-handicap_1087727/,https://www.punters.com.au/horses/luck-in-running_738375/,https://www.punters.com.au/jockeys/luke-cumberland_885/,https://www.punters.com.au/trainers/jane-clement_3844/,8
10,Staremm,4,M,43,14,1,7.14,-29,3,21.43,10,1,10,0,4,0,0,-100,1540,21565,41,,55,55,10,22000,1,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,10,0,3,30,Belinda Hodder,No,,145175,1452,100,6,6,-73,23,23,1501820,1903,789,65,8.24,-53,218,27.63,493225,1707,289,19,6.57,-61,74,25.61,1304945,1854,704,61,8.66,-47,198,28.13,Terry Vidler,171234,1712,100,9,9,-17,27,27,73070,1461,50,3,6,-26,11,22,12770,639,20,0,0,-100,2,10,72500,2071,35,4,11.43,30,10,28.57,6,5.97,1600m,-450,540,https://www.punters.com.au/form-guide/gunnedah_188184/koala-capital-benchmark-66-handicap_1087727/,https://www.punters.com.au/horses/staremm_752755/,https://www.punters.com.au/jockeys/belinda-hodder_1798/,https://www.punters.com.au/trainers/terry-vidler_8920/,7
11,Traffic Cop,8,G,41,53,4,7.55,-75,21,39.62,39,2,5.13,-91,13,2,15.38,-27,1820,96475,47,,55,55,7,22000,0,0,0,0,0,0,3,0,0,-100,0,0,0,0,0,0,0,0,36,2,5.56,-90,13,36.11,Billy Cray,No,,191380,1914,100,7,7,-18,21,21,702845,1681,418,25,5.98,-47,87,20.81,350410,2061,170,12,7.06,-23,39,22.94,630215,1400,450,26,5.78,-56,88,19.56,Garry Lunn,157485,1575,100,8,8,-7,21,21,271190,1398,194,12,6.19,-34,41,21.13,133335,1646,81,5,6.17,0,18,22.22,236463,1299,182,12,6.59,-63,44,24.18,4,2.14,1600m,-450,580,https://www.punters.com.au/form-guide/gunnedah_188184/koala-capital-benchmark-66-handicap_1087727/,https://www.punters.com.au/horses/traffic-cop_459798/,https://www.punters.com.au/jockeys/billy-cray_12835/,https://www.punters.com.au/trainers/garry-lunn_4334/,4
12,The Equinator,8,G,35,51,3,5.88,-12,11,21.57,40,3,7.5,13,11,0,0,-100,1329,67775,63,,55,55,9,22000,7,1,14.29,343,4,57.14,0,0,0,0,0,0,0,0,0,0,0,0,39,3,7.69,16,9,23.08,Rachael Murray,No,,190260,1903,100,8,8,-50,22,22,1126565,1699,663,37,5.58,-40,126,19,363435,1690,215,15,6.98,-31,45,20.93,1150870,1833,628,39,6.21,-43,128,20.38,Lea Selby,78375,784,100,2,2,-92,13,13,64860,968,67,2,2.99,-5,12,17.91,31005,1476,21,2,9.52,202,7,33.33,47530,699,68,1,1.47,-93,6,8.82,6,3.81,1400m,-650,540,https://www.punters.com.au/form-guide/gunnedah_188184/koala-capital-benchmark-66-handicap_1087727/,https://www.punters.com.au/horses/the-equinator_394596/,https://www.punters.com.au/jockeys/rachael-murray_2154/,https://www.punters.com.au/trainers/lea-selby_365/,1
1,Landstrasse,4,G,57,14,1,7.14,-71,2,14.29,9,1,11.11,-56,5,0,0,-100,2667,37335,4.2,,59,59,7,22000,0,0,0,0,0,0,5,1,20,-20,1,20,0,0,0,0,0,0,9,1,11.11,-56,1,11.11,Aaron Bullock,No,,565250,5653,100,16,16,-46,48,48,1900395,5109,372,77,20.7,-7,168,45.16,1303425,5431,240,50,20.83,-6,112,46.67,2402595,5304,453,102,22.52,-16,231,50.99,Gregory McFarlane,242740,2427,100,6,6,-48,27,27,302365,2724,111,8,7.21,-38,33,29.73,52655,2025,26,0,0,-100,4,15.38,407510,3575,114,12,10.53,-15,41,35.96,5,2.5,1500m,-100,1280,https://www.punters.com.au/form-guide/gunnedah_188184/coalminers-class-2-handicap_1087729/,https://www.punters.com.au/horses/landstrasse_683149/,https://www.punters.com.au/jockeys/aaron-bullock_40/,https://www.punters.com.au/trainers/gregory-mcfarlane_425/,8
2,Political,4,G,56,11,2,18.18,-2,4,36.36,4,0,0,-100,7,2,28.57,54,3239,35630,5,,58.5,56.5,4,22000,1,0,0,-100,0,0,2,0,0,-100,1,50,1,0,0,-100,0,0,4,0,0,-100,0,0,Dylan Gibbons,Yes,2,341225,3412,100,15,15,-38,35,35,426495,3159,135,20,14.81,-42,45,33.33,425395,3175,134,20,14.93,-42,45,33.58,1100,1100,1,0,0,-100,0,0,Kris Lees,668635,6686,100,14,14,-52,44,44,11223045,7865,1427,199,13.95,-33,561,39.31,3552395,7723,460,58,12.61,-51,183,39.78,11846383,8108,1461,216,14.78,-29,607,41.55,3,3.84,1600m,0,2100,https://www.punters.com.au/form-guide/gunnedah_188184/coalminers-class-2-handicap_1087729/,https://www.punters.com.au/horses/political_749767/,https://www.punters.com.au/jockeys/dylan-gibbons_17185/,https://www.punters.com.au/trainers/kris-lees_408/,5
3,Paavo,4,G,52,10,2,20,190,2,20,7,2,28.57,314,3,0,0,-100,3451,34505,10,,56.5,55,3,22000,0,0,0,0,0,0,2,1,50,500,1,50,0,0,0,0,0,0,7,2,28.57,314,2,28.57,Qin Yong,Yes,1.5,133525,1335,100,2,2,-88,19,19,602943,1574,383,24,6.27,-17,80,20.89,195700,1529,128,5,3.91,-78,25,19.53,609738,1580,386,28,7.25,-13,84,21.76,Kristen Buchanan,307760,3078,100,10,10,-31,25,25,688060,3230,213,21,9.86,-36,65,30.52,182770,2948,62,6,9.68,-36,17,27.42,730725,3600,203,24,11.82,-32,66,32.51,10,6.73,1750m,150,500,https://www.punters.com.au/form-guide/gunnedah_188184/coalminers-class-2-handicap_1087729/,https://www.punters.com.au/horses/paavo_743545/,https://www.punters.com.au/jockeys/qin-yong_15101/,https://www.punters.com.au/trainers/kristen-buchanan_3619/,2
4,Poet Lad,6,G,50,13,1,7.69,0,4,30.77,10,1,10,30,3,0,0,-100,2086,27120,5,,55.5,55.5,2,22000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,10,30,3,30,Grant Buckley,No,,287555,2876,100,12,12,-21,29,29,2983140,3184,937,104,11.1,-36,326,34.79,1009275,2942,343,37,10.79,-32,119,34.69,3090915,3254,950,104,10.95,-34,318,33.47,Craig Martin,319645,3196,100,11,11,13,35,35,317005,3235,98,13,13.27,42,33,33.67,149000,4967,30,7,23.33,131,12,40,247220,2630,94,9,9.57,-11,34,36.17,2,4.4,1450m,-150,3900,https://www.punters.com.au/form-guide/gunnedah_188184/coalminers-class-2-handicap_1087729/,https://www.punters.com.au/horses/poet-lad_554810/,https://www.punters.com.au/jockeys/grant-buckley_555/,https://www.punters.com.au/trainers/craig-martin_571/,1
5,Hardyo,5,G,49,23,2,8.7,-49,7,30.43,17,1,5.88,-78,6,1,16.67,33,2204,50685,3.45,,55,55,10,22000,2,0,0,-100,1,50,3,0,0,-100,1,33.33,0,0,0,0,0,0,17,1,5.88,-78,6,35.29,Mikayla Weir,Yes,,321195,3212,100,11,11,-26,30,30,2274960,2228,1021,74,7.25,-24,251,24.58,921690,2464,374,29,7.75,-23,102,27.27,1978470,2105,940,63,6.7,-32,228,24.26,Jane Clement,212275,2123,100,11,11,-15,29,29,344955,1971,175,16,9.14,-30,48,27.43,134010,1861,72,5,6.94,-43,20,27.78,311790,2051,152,16,10.53,-36,48,31.58,4,3.33,1750m,150,1100,https://www.punters.com.au/form-guide/gunnedah_188184/coalminers-class-2-handicap_1087729/,https://www.punters.com.au/horses/hardyo_726760/,https://www.punters.com.au/jockeys/mikayla-weir_11548/,https://www.punters.com.au/trainers/jane-clement_3844/,3
6,Get The Cash,4,G,41,15,1,6.67,-72,1,6.67,6,0,0,-100,9,1,11.11,-53,981,14720,51,,55,55,11,22000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,-100,0,0,Jake Pracey-Holmes,No,,163040,1630,100,8,8,-27,32,32,705490,1603,440,32,7.27,-52,110,25,222000,1379,161,9,5.59,-50,46,28.57,784511,1747,449,36,8.02,-58,111,24.72,Natasha Hall-Antonio,158700,1587,100,8,8,100,25,25,56885,1138,50,3,6,-72,11,22,11280,664,17,0,0,-100,2,11.76,75280,1298,58,5,8.62,-70,15,25.86,6,6.16,1450m,-150,540,https://www.punters.com.au/form-guide/gunnedah_188184/coalminers-class-2-handicap_1087729/,https://www.punters.com.au/horses/get-the-cash_709064/,https://www.punters.com.au/jockeys/jake-pracey-holmes_2640/,https://www.punters.com.au/trainers/natasha-hall-antonio_14491/,9
7,Good As Gold,5,G,41,17,1,5.88,0,3,17.65,11,0,0,-100,6,1,16.67,183,1482,25190,26.5,,55,55,9,22000,1,0,0,-100,0,0,3,0,0,-100,0,0,0,0,0,0,0,0,9,0,0,-100,1,11.11,Belinda Hodder,No,,145175,1452,100,6,6,-73,23,23,1501820,1903,789,65,8.24,-53,218,27.63,493225,1707,289,19,6.57,-61,74,25.61,1304945,1854,704,61,8.66,-47,198,28.13,Terry Vidler,171234,1712,100,9,9,-17,27,27,73070,1461,50,3,6,-26,11,22,12770,639,20,0,0,-100,2,10,72500,2071,35,4,11.43,30,10,28.57,4,2.01,1400m,-200,1100,https://www.punters.com.au/form-guide/gunnedah_188184/coalminers-class-2-handicap_1087729/,https://www.punters.com.au/horses/good-as-gold_694158/,https://www.punters.com.au/jockeys/belinda-hodder_1798/,https://www.punters.com.au/trainers/terry-vidler_8920/,11
8,Ocean Hero,6,G,39,27,2,7.41,-59,6,22.22,16,1,6.25,-66,11,1,9.09,-50,1423,38425,41,,55,55,5,22000,0,0,0,0,0,0,4,0,0,-100,0,0,0,0,0,0,0,0,16,1,6.25,-66,3,18.75,Thomas Stockdale,Yes,,391620,3916,100,6,6,-61,16,16,2540901,4849,524,45,8.59,-50,119,22.71,603830,4053,149,10,6.71,-63,25,16.78,2295826,4734,485,44,9.07,-29,128,26.39,Michael Lunn,136910,1369,100,4,4,-63,22,22,195700,1223,160,7,4.38,-66,34,21.25,114325,1566,73,3,4.11,-61,18,24.66,149045,932,160,8,5,-65,32,20,7,4.3,1400m,-200,500,https://www.punters.com.au/form-guide/gunnedah_188184/coalminers-class-2-handicap_1087729/,https://www.punters.com.au/horses/ocean-hero_671356/,https://www.punters.com.au/jockeys/thomas-stockdale_14237/,https://www.punters.com.au/trainers/michael-lunn_6048/,6
9,Tomatin,5,G,38,16,1,6.25,31,2,12.5,10,1,10,110,6,0,0,-100,1425,22800,51,,55,53.5,1,22000,0,0,0,0,0,0,2,0,0,-100,0,0,0,0,0,0,0,0,10,1,10,110,1,10,Reece Jones,Yes,1.5,338360,3384,100,14,14,-29,39,39,1018660,2521,404,46,11.39,-11,126,31.19,811340,3050,266,36,13.53,-17,96,36.09,207320,1502,138,10,7.25,1,30,21.74,Bryan Dixon,105300,1053,100,4,4,-52,15,15,374115,1003,373,15,4.02,-53,62,16.62,156485,990,158,5,3.16,-62,28,17.72,392340,1108,354,17,4.8,-49,70,19.77,4,2.69,1600m,0,580,https://www.punters.com.au/form-guide/gunnedah_188184/coalminers-class-2-handicap_1087729/,https://www.punters.com.au/horses/tomatin_696215/,https://www.punters.com.au/jockeys/reece-jones_15212/,https://www.punters.com.au/trainers/bryan-dixon_14377/,4
