Num,Horse Name,Age,Gender,Handicap Rating,Career Runs,Career Wins,Career Strike Rate,Career ROI,Career Placings,Career Place Strike Rate,Dry Track Runs,Dry Track Wins,Dry Track Strike Rate,Dry Track ROI,Wet Track Runs,Wet Track Wins,Wet Track Strike Rate,Wet Track ROI,Average Prize Money,Career Prize Money,Best Fixed Odds,BetEasy Odds,Weight,Weight Carried,Barrier,Prize Money,This Track Runs,This Track Wins,This Track Strike Rate,This Track ROI,This Track Places,This Track Place Strike Rate,This Distance Runs,This Distance Wins,This Distance Strike Rate,This Distance ROI,This Distance Places,This Distance Place Strike Rate,This Track Distance Runs,This Track Distance Wins,This Track Distance Strike Rate,This Track Distance ROI,This Track Distance Places,This Track Distance Place Strike Rate,This Condition Runs,This Condition Wins,This Condition Strike Rate,This Condition ROI,This Condition Places,This Condition Place Strike Rate,Jockey,Apprentice,Jockey Weight Claim,Jockey Last 100 Horse Earnings,Jockey Last 100 Avg Horse Earnings,Jockey Last 100 Starts,Jockey Last 100 Wins,Jockey Last 100 Strike Rate,Jockey Last 100 ROI,Jockey Last 100 Places,Jockey Last 100 Place Strike Rate,Jockey 12 Month Horse Earnings,Jockey 12 Month Avg Horse Earnings,Jockey 12 Months Starts,Jockey 12 Months Wins,Jockey 12 Months Strike Rate,Jockey 12 Months ROI,Jockey 12 Months Places,Jockey 12 Months Place Strike Rate,Jockey This Season Horse Earnings,Jockey This Season Avg Horse Earnings,Jockey This Season Starts,Jockey This Season Wins,Jockey This Season Strike Rate,Jockey This Season ROI,Jockey This Season Places,Jockey This Season Place Strike Rate,Jockey Last Season Horse Earnings,Jockey Last Season Avg Horse Earnings,Jockey Last Season Starts,Jockey Last Season Wins,Jockey Last Season Strike Rate,Jockey Last Season ROI,Jockey Last Season Places,Jockey Last Season Place Strike Rate,Trainer,Trainer Last 100 Horse Earnings,Trainer Last 100 Avg Horse Earnings,Trainer Last 100 Starts,Trainer Last 100 Wins,Trainer Last 100 Strike Rate,Trainer Last 100 ROI,Trainer Last 100 Places,Trainer Last 100 Place Strike Rate,Trainer 12 Month Horse Earnings,Trainer 12 Month Avg Horse Earnings,Trainer 12 Months Starts,Trainer 12 Months Wins,Trainer 12 Months Strike Rate,Trainer 12 Months ROI,Trainer 12 Months Places,Trainer 12 Months Place Strike Rate,Trainer This Season Horse Earnings,Trainer This Season Avg Horse Earnings,Trainer This Season Starts,Trainer This Season Wins,Trainer This Season Strike Rate,Trainer This Season ROI,Trainer This Season Places,Trainer This Season Place Strike Rate,Trainer Last Season Horse Earnings,Trainer Last Season Avg Horse Earnings,Trainer Last Season Starts,Trainer Last Season Wins,Trainer Last Season Strike Rate,Trainer Last Season ROI,Trainer Last Season Places,Trainer Last Season Place Strike Rate,Last Start Finish Position,Last Start Margin,Last Start Distance,Last Start Distance Change,Last Start Prize Money,Form Guide Url,Horse Profile Url,Jockey Profile Url,Trainer Profile Url,FinishResult
10,Ultimate Quest,8,M,38,49,2,4.08,-47,6,12.24,35,2,5.71,-26,11,0,0,-100,1197,58640,131,,55,53.5,8,22000,1,0,0,-100,0,0,5,1,20,0,1,20,0,0,0,0,0,0,34,2,5.88,-24,6,17.65,Yvette Lewis,Yes,1.5,187340,1873,100,11,11,-14,32,32,428745,1643,261,25,9.58,-22,69,26.44,185365,2181,85,12,14.12,11,30,35.29,554810,1761,315,37,11.75,-30,90,28.57,Bryan Dixon,105300,1053,100,4,4,-52,15,15,374115,1003,373,15,4.02,-53,62,16.62,156485,990,158,5,3.16,-62,28,17.72,392340,1108,354,17,4.8,-49,70,19.77,9,6.35,1300m,-300,375,https://www.punters.com.au/form-guide/gunnedah_188184/coalminers-class-2-handicap_1087729/,https://www.punters.com.au/horses/ultimate-quest_390456/,https://www.punters.com.au/jockeys/yvette-lewis_15912/,https://www.punters.com.au/trainers/bryan-dixon_14377/,10
11,Laranta,7,M,33,44,1,2.27,-75,5,11.36,28,1,3.57,-61,16,0,0,-100,846,37245,501,,55,55,6,22000,1,0,0,-100,0,0,13,1,7.69,-15,3,23.08,0,0,0,0,0,0,27,1,3.7,-59,2,7.41,Vad Bolozhinskyi,No,,173200,1732,100,10,10,-32,27,27,272990,1422,192,14,7.29,-52,42,21.88,148755,2010,74,9,12.16,-15,20,27.03,251070,1231,204,15,7.35,-44,44,21.57,Max Boland,58855,589,100,2,2,-83,9,9,9685,421,23,0,0,-100,1,4.35,5140,367,14,0,0,-100,1,7.14,8845,590,15,0,0,-100,0,0,8,8.07,1450m,-150,500,https://www.punters.com.au/form-guide/gunnedah_188184/coalminers-class-2-handicap_1087729/,https://www.punters.com.au/horses/laranta_536746/,https://www.punters.com.au/jockeys/vad-bolozhinskyi_3569/,https://www.punters.com.au/trainers/max-boland_446/,7
1,Star of O'reilly,5,G,64,20,3,15,-55,6,30,15,1,6.67,-87,5,2,40,40,2983,59660,25,,64,61,10,22000,0,0,0,0,0,0,5,0,0,-100,0,0,0,0,0,0,0,0,14,1,7.14,-86,3,21.43,Jacob Golden,Yes,3,135515,1355,100,9,9,21,23,23,150005,1220,123,9,7.32,-2,29,23.58,47600,1058,45,4,8.89,-17,8,17.78,131700,1155,114,5,4.39,-27,30,26.32,Aleacia Bennett,221700,2217,100,6,6,-20,31,31,101890,2426,42,4,9.52,73,13,30.95,48210,2296,21,2,9.52,-30,6,28.57,87340,2729,32,3,9.38,98,11,34.38,7,3.63,1200m,-100,1000,https://www.punters.com.au/form-guide/gunnedah_188184/kamilaroi-country-benchmark-58-handicap_1087730/,https://www.punters.com.au/horses/star-of-oreilly_676320/,https://www.punters.com.au/jockeys/jacob-golden_16115/,https://www.punters.com.au/trainers/aleacia-bennett_9056/,10
2,Larynx,5,G,59,22,3,13.64,-16,13,59.09,12,1,8.33,-72,10,2,20,50,4145,91200,6.5,,61.5,60,7,22000,0,0,0,0,0,0,4,1,25,-15,2,50,0,0,0,0,0,0,10,1,10,-66,5,50,Reece Jones,Yes,1.5,338360,3384,100,14,14,-29,39,39,1018660,2521,404,46,11.39,-11,126,31.19,811340,3050,266,36,13.53,-17,96,36.09,207320,1502,138,10,7.25,1,30,21.74,Brett Thompson,309475,3095,100,14,14,-12,38,38,665050,2737,243,29,11.93,-21,93,38.27,270005,3140,86,12,13.95,-5,33,38.37,629790,2581,244,26,10.66,-36,94,38.52,3,1.07,1200m,-100,2100,https://www.punters.com.au/form-guide/gunnedah_188184/kamilaroi-country-benchmark-58-handicap_1087730/,https://www.punters.com.au/horses/larynx_613837/,https://www.punters.com.au/jockeys/reece-jones_15212/,https://www.punters.com.au/trainers/brett-thompson_4272/,3
3,Red Liberty,7,G,58,21,2,9.52,-55,10,47.62,13,1,7.69,-50,6,0,0,-100,2708,56875,47,,61,58,14,22000,2,1,50,225,1,50,3,1,33.33,117,1,33.33,1,1,100,550,1,100,13,1,7.69,-50,6,46.15,Casey Waddell,Yes,3,114280,1143,100,6,6,-72,28,28,151340,1339,113,8,7.08,-55,33,29.2,127020,1210,105,7,6.67,-58,29,27.62,24320,3040,8,1,12.5,-25,4,50,Gavin Groth,107320,1073,100,5,5,-47,22,22,182260,1391,131,9,6.87,-31,33,25.19,65415,1363,48,4,8.33,16,13,27.08,173420,1495,116,7,6.03,-55,33,28.45,6,5.46,1000m,-300,540,https://www.punters.com.au/form-guide/gunnedah_188184/kamilaroi-country-benchmark-58-handicap_1087730/,https://www.punters.com.au/horses/red-liberty_552911/,https://www.punters.com.au/jockeys/casey-waddell_15722/,https://www.punters.com.au/trainers/gavin-groth_2708/,13
4,Call Me Brad,8,G,56,64,7,10.94,-37,20,31.25,50,4,8,-47,14,3,21.43,-1,2348,150265,4,,60,58.5,5,22000,6,3,50,182,4,66.67,2,1,50,150,1,50,2,1,50,150,1,50,47,3,6.38,-51,13,27.66,Yvette Lewis,Yes,1.5,187340,1873,100,11,11,-14,32,32,428745,1643,261,25,9.58,-22,69,26.44,185365,2181,85,12,14.12,11,30,35.29,554810,1761,315,37,11.75,-30,90,28.57,Lesley Jeffriess,202945,2029,100,10,10,-9,17,17,54230,1466,37,3,8.11,-54,5,13.51,42690,2668,16,3,18.75,6,4,25,28215,910,31,1,3.23,-89,2,6.45,1,0,1250m,-50,11200,https://www.punters.com.au/form-guide/gunnedah_188184/kamilaroi-country-benchmark-58-handicap_1087730/,https://www.punters.com.au/horses/call-me-brad_428335/,https://www.punters.com.au/jockeys/yvette-lewis_15912/,https://www.punters.com.au/trainers/lesley-jeffriess_593/,1
5,Time To Dazzle,4,M,60,10,2,20,60,4,40,4,0,0,-100,6,2,33.33,167,3815,38145,20,,60,60,8,22000,0,0,0,0,0,0,1,0,0,-100,0,0,0,0,0,0,0,0,4,0,0,-100,2,50,Aaron Bullock,No,,565250,5653,100,16,16,-46,48,48,1900395,5109,372,77,20.7,-7,168,45.16,1303425,5431,240,50,20.83,-6,112,46.67,2402595,5304,453,102,22.52,-16,231,50.99,William Freedman,173260,3686,47,6,12.77,1,17,36.17,174260,3556,49,6,12.24,-3,17,34.69,174260,3556,49,6,12.24,-3,17,34.69,0,0,0,0,0,0,0,0,7,4.41,1600m,300,500,https://www.punters.com.au/form-guide/gunnedah_188184/kamilaroi-country-benchmark-58-handicap_1087730/,https://www.punters.com.au/horses/time-to-dazzle_720648/,https://www.punters.com.au/jockeys/aaron-bullock_40/,https://www.punters.com.au/trainers/william-freedman_15253/,9
6,Lord Magnussen,5,G,53,21,3,14.29,45,7,33.33,13,2,15.38,35,8,1,12.5,63,2745,57645,43,,58.5,55.5,13,22000,0,0,0,0,0,0,1,1,100,550,1,100,0,0,0,0,0,0,12,2,16.67,46,5,41.67,Zoe-Lee Cruickshank,Yes,3,86310,928,93,6,6.45,-54,18,19.35,60635,1166,52,4,7.69,-41,11,21.15,60635,1166,52,4,7.69,-41,11,21.15,0,0,0,0,0,0,0,0,Ian Cook,173710,1737,100,7,7,-17,21,21,142315,3028,47,7,14.89,77,16,34.04,57805,3613,16,3,18.75,-14,6,37.5,97455,2266,43,4,9.3,62,14,32.56,5,2.92,1400m,100,720,https://www.punters.com.au/form-guide/gunnedah_188184/kamilaroi-country-benchmark-58-handicap_1087730/,https://www.punters.com.au/horses/lord-magnussen_694000/,https://www.punters.com.au/jockeys/zoe-lee-cruickshank_12515/,https://www.punters.com.au/trainers/ian-cook_4716/,11
8,One of the Kind,8,G,51,53,6,11.32,-8,14,26.42,34,6,17.65,44,19,0,0,-100,2730,144695,15,,57.5,57.5,6,22000,1,0,0,-100,1,100,17,2,11.76,6,6,35.29,1,0,0,-100,1,100,33,5,15.15,41,10,30.3,Vad Bolozhinskyi,No,,173200,1732,100,10,10,-32,27,27,272990,1422,192,14,7.29,-52,42,21.88,148755,2010,74,9,12.16,-15,20,27.03,251070,1231,204,15,7.35,-44,44,21.57,Sue Bigg,45625,456,100,2,2,-88,12,12,13205,1100,12,1,8.33,-33,3,25,11105,1586,7,1,14.29,14,3,42.86,4650,423,11,0,0,-100,0,0,3,3.52,1250m,-50,2100,https://www.punters.com.au/form-guide/gunnedah_188184/kamilaroi-country-benchmark-58-handicap_1087730/,https://www.punters.com.au/horses/one-of-the-kind_454407/,https://www.punters.com.au/jockeys/vad-bolozhinskyi_3569/,https://www.punters.com.au/trainers/sue-bigg_399/,2
9,Cicilo,4,G,50,11,1,9.09,55,2,18.18,3,0,0,-100,8,1,12.5,113,2040,22435,151,,57,55.5,11,22000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,-100,1,33.33,Qin Yong,Yes,1.5,133525,1335,100,2,2,-88,19,19,602943,1574,383,24,6.27,-17,80,20.89,195700,1529,128,5,3.91,-78,25,19.53,609738,1580,386,28,7.25,-13,84,21.76,George Woodward,151385,1514,100,6,6,-70,17,17,222890,1457,153,9,5.88,-3,23,15.03,94520,1454,65,3,4.62,-86,11,16.92,162225,1258,129,8,6.2,23,20,15.5,11,8.9,1600m,300,,https://www.punters.com.au/form-guide/gunnedah_188184/kamilaroi-country-benchmark-58-handicap_1087730/,https://www.punters.com.au/horses/cicilo_755010/,https://www.punters.com.au/jockeys/qin-yong_15101/,https://www.punters.com.au/trainers/george-woodward_395/,12
10,Euroaire,5,G,50,32,2,6.25,-36,10,31.25,22,1,4.55,-57,10,1,10,10,2090,66885,16,,57,57,12,22000,2,1,50,450,1,50,11,1,9.09,0,4,36.36,1,1,100,1000,1,100,22,1,4.55,-57,9,40.91,Billy Cray,No,,191380,1914,100,7,7,-18,21,21,702845,1681,418,25,5.98,-47,87,20.81,350410,2061,170,12,7.06,-23,39,22.94,630215,1400,450,26,5.78,-56,88,19.56,Pat Farrell,234900,2349,100,8,8,-20,26,26,344345,2359,146,11,7.53,-36,37,25.34,121160,2126,57,4,7.02,-53,15,26.32,250885,1975,127,7,5.51,-47,24,18.9,1,0,1250m,-50,11200,https://www.punters.com.au/form-guide/gunnedah_188184/kamilaroi-country-benchmark-58-handicap_1087730/,https://www.punters.com.au/horses/euroaire_652524/,https://www.punters.com.au/jockeys/billy-cray_12835/,https://www.punters.com.au/trainers/pat-farrell_422/,5
13,Magic Palace,4,M,52,4,1,25,175,1,25,3,1,33.33,267,1,0,0,-100,3450,13800,4,,56,56,2,22000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,33.33,267,1,33.33,Andrew Gibbons,No,,393610,3936,100,13,13,-47,44,44,3351585,4280,783,119,15.2,-31,289,36.91,869155,3491,249,26,10.44,-40,93,37.35,3402840,4368,779,124,15.92,-25,290,37.23,Kris Lees,668635,6686,100,14,14,-52,44,44,11223045,7865,1427,199,13.95,-33,561,39.31,3552395,7723,460,58,12.61,-51,183,39.78,11846383,8108,1461,216,14.78,-29,607,41.55,4,2.47,1200m,-100,1100,https://www.punters.com.au/form-guide/gunnedah_188184/kamilaroi-country-benchmark-58-handicap_1087730/,https://www.punters.com.au/horses/magic-palace_693029/,https://www.punters.com.au/jockeys/andrew-gibbons_80/,https://www.punters.com.au/trainers/kris-lees_408/,7
14,Vinaigrette,4,M,52,17,1,5.88,-62,9,52.94,9,0,0,-100,8,1,12.5,-19,2888,49100,11,,56,56,4,22000,0,0,0,0,0,0,3,1,33.33,117,2,66.67,0,0,0,0,0,0,8,0,0,-100,3,37.5,Ashley Morgan,No,,208800,2088,100,8,8,-68,30,30,1524786,2172,702,57,8.12,-25,199,28.35,514165,2008,256,20,7.81,-54,75,29.3,1439555,2329,618,58,9.39,-9,175,28.32,Stirling Osland,194915,1949,100,8,8,-30,35,35,300070,2174,138,12,8.7,-27,49,35.51,116995,2294,51,6,11.76,-20,19,37.25,284850,2094,136,10,7.35,-28,44,32.35,4,1,1100m,-200,1100,https://www.punters.com.au/form-guide/gunnedah_188184/kamilaroi-country-benchmark-58-handicap_1087730/,https://www.punters.com.au/horses/vinaigrette_702995/,https://www.punters.com.au/jockeys/ashley-morgan_15693/,https://www.punters.com.au/trainers/stirling-osland_9261/,4
15,Frogmarch,8,G,49,22,3,13.64,53,7,31.82,17,2,11.76,-56,5,1,20,420,2675,58850,26,,56.5,56.5,1,22000,1,1,100,105,1,100,5,1,20,420,2,40,0,0,0,0,0,0,16,1,6.25,-87,3,18.75,Jake Pracey-Holmes,No,,163040,1630,100,8,8,-27,32,32,705490,1603,440,32,7.27,-52,110,25,222000,1379,161,9,5.59,-50,46,28.57,784511,1747,449,36,8.02,-58,111,24.72,Natasha Hall-Antonio,158700,1587,100,8,8,100,25,25,56885,1138,50,3,6,-72,11,22,11280,664,17,0,0,-100,2,11.76,75280,1298,58,5,8.62,-70,15,25.86,6,14.2,1450m,150,550,https://www.punters.com.au/form-guide/gunnedah_188184/kamilaroi-country-benchmark-58-handicap_1087730/,https://www.punters.com.au/horses/frogmarch_410614/,https://www.punters.com.au/jockeys/jake-pracey-holmes_2640/,https://www.punters.com.au/trainers/natasha-hall-antonio_14491/,14
16,Leslie James,4,G,49,10,1,10,210,1,10,7,1,14.29,343,3,0,0,-100,1659,16585,47,,56.5,56.5,9,22000,0,0,0,0,0,0,2,0,0,-100,0,0,0,0,0,0,0,0,6,0,0,-100,0,0,Mikayla Weir,Yes,,321195,3212,100,11,11,-26,30,30,2274960,2228,1021,74,7.25,-24,251,24.58,921690,2464,374,29,7.75,-23,102,27.27,1978470,2105,940,63,6.7,-32,228,24.26,Sue Grills,274226,2742,100,14,14,11,36,36,487291,2266,215,20,9.3,-24,57,26.51,204476,2801,73,11,15.07,28,27,36.99,547055,2521,217,21,9.68,-25,58,26.73,1,0,1100m,-200,11200,https://www.punters.com.au/form-guide/gunnedah_188184/kamilaroi-country-benchmark-58-handicap_1087730/,https://www.punters.com.au/horses/leslie-james_738174/,https://www.punters.com.au/jockeys/mikayla-weir_11548/,https://www.punters.com.au/trainers/sue-grills_572/,6
17,Bring the Joy,6,M,48,34,3,8.82,-40,12,35.29,27,2,7.41,-73,7,1,14.29,86,1217,41370,41,,55,55,3,22000,8,0,0,-100,2,25,5,0,0,-100,2,40,1,0,0,-100,1,100,24,1,4.17,-89,8,33.33,Kath Bell-Pitomac,Yes,,166535,1665,100,9,9,-9,27,27,559355,1650,339,29,8.55,5,86,25.37,300375,1632,184,15,8.15,-20,52,28.26,258980,1671,155,14,9.03,35,34,21.94,Gavin Groth,107320,1073,100,5,5,-47,22,22,182260,1391,131,9,6.87,-31,33,25.19,65415,1363,48,4,8.33,16,13,27.08,173420,1495,116,7,6.03,-55,33,28.45,3,5.35,1250m,-50,2100,https://www.punters.com.au/form-guide/gunnedah_188184/kamilaroi-country-benchmark-58-handicap_1087730/,https://www.punters.com.au/horses/bring-the-joy_564863/,https://www.punters.com.au/jockeys/kath-bell-pitomac_8495/,https://www.punters.com.au/trainers/gavin-groth_2708/,8
1,Married To The Mob,3,G,59,6,1,16.67,-30,3,50,5,0,0,-100,1,1,100,320,6630,39780,1.65,,59.5,59.5,4,22000,0,0,0,0,0,0,4,0,0,-100,2,50,0,0,0,0,0,0,5,0,0,-100,2,40,Aaron Bullock,No,,565250,5653,100,16,16,-46,48,48,1900395,5109,372,77,20.7,-7,168,45.16,1303425,5431,240,50,20.83,-6,112,46.67,2402595,5304,453,102,22.52,-16,231,50.99,Kris Lees,668635,6686,100,14,14,-52,44,44,11223045,7865,1427,199,13.95,-33,561,39.31,3552395,7723,460,58,12.61,-51,183,39.78,11846383,8108,1461,216,14.78,-29,607,41.55,5,1.94,1006m,6,720,https://www.punters.com.au/form-guide/gunnedah_188184/join-the-gjc-cgande-class-1-handicap_1087731/,https://www.punters.com.au/horses/married-to-the-mob_733217/,https://www.punters.com.au/jockeys/aaron-bullock_40/,https://www.punters.com.au/trainers/kris-lees_408/,6
2,Ay Bee Are,4,G,53,4,1,25,-50,2,50,3,1,33.33,-33,1,0,0,-100,4011,16045,8.5,,58,58,3,22000,0,0,0,0,0,0,3,1,33.33,-33,2,66.67,0,0,0,0,0,0,3,1,33.33,-33,2,66.67,Rachael Murray,No,,190260,1903,100,8,8,-50,22,22,1126565,1699,663,37,5.58,-40,126,19,363435,1690,215,15,6.98,-31,45,20.93,1150870,1833,628,39,6.21,-43,128,20.38,Darren Egan,141200,1412,100,5,5,-64,30,30,49690,2160,23,3,13.04,-50,7,30.43,49690,2160,23,3,13.04,-50,7,30.43,0,0,0,0,0,0,0,0,5,3.91,1100m,100,650,https://www.punters.com.au/form-guide/gunnedah_188184/join-the-gjc-cgande-class-1-handicap_1087731/,https://www.punters.com.au/horses/ay-bee-are_730918/,https://www.punters.com.au/jockeys/rachael-murray_2154/,https://www.punters.com.au/trainers/darren-egan_2490/,8
3,Hinch'em Up,3,G,55,2,1,50,120,1,50,0,0,0,0,2,1,50,120,8913,17825,15,,57.5,57.5,11,22000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thomas Stockdale,Yes,,391620,3916,100,6,6,-61,16,16,2540901,4849,524,45,8.59,-50,119,22.71,603830,4053,149,10,6.71,-63,25,16.78,2295826,4734,485,44,9.07,-29,128,26.39,Gregory Hickman,491050,4911,100,15,15,-37,32,32,2541475,11821,215,27,12.56,-26,73,33.95,214800,4296,50,6,12,-63,13,26,4784365,21947,218,26,11.93,-25,77,35.32,9,5.2,1400m,400,1000,https://www.punters.com.au/form-guide/gunnedah_188184/join-the-gjc-cgande-class-1-handicap_1087731/,https://www.punters.com.au/horses/hinchem-up_763822/,https://www.punters.com.au/jockeys/thomas-stockdale_14237/,https://www.punters.com.au/trainers/gregory-hickman_523/,10
5,Time For Don,4,G,50,8,1,12.5,-71,3,37.5,7,1,14.29,-67,1,0,0,-100,2007,16055,5.5,,56.5,56.5,6,22000,1,0,0,-100,0,0,4,1,25,-42,1,25,1,0,0,-100,0,0,6,1,16.67,-62,2,33.33,Mikayla Weir,Yes,,321195,3212,100,11,11,-26,30,30,2274960,2228,1021,74,7.25,-24,251,24.58,921690,2464,374,29,7.75,-23,102,27.27,1978470,2105,940,63,6.7,-32,228,24.26,Jane Clement,212275,2123,100,11,11,-15,29,29,344955,1971,175,16,9.14,-30,48,27.43,134010,1861,72,5,6.94,-43,20,27.78,311790,2051,152,16,10.53,-36,48,31.58,2,0.11,1300m,300,3900,https://www.punters.com.au/form-guide/gunnedah_188184/join-the-gjc-cgande-class-1-handicap_1087731/,https://www.punters.com.au/horses/time-for-don_709982/,https://www.punters.com.au/jockeys/mikayla-weir_11548/,https://www.punters.com.au/trainers/jane-clement_3844/,2
6,Our Mate Chuckles,4,G,48,8,1,12.5,-72,3,37.5,5,1,20,-56,3,0,0,-100,1219,9755,23.5,,55.5,55.5,10,22000,1,0,0,-100,1,100,6,1,16.67,-63,3,50,1,0,0,-100,1,100,5,1,20,-56,2,40,Andrew Gibbons,No,,393610,3936,100,13,13,-47,44,44,3351585,4280,783,119,15.2,-31,289,36.91,869155,3491,249,26,10.44,-40,93,37.35,3402840,4368,779,124,15.92,-25,290,37.23,Craig Martin,319645,3196,100,11,11,13,35,35,317005,3235,98,13,13.27,42,33,33.67,149000,4967,30,7,23.33,131,12,40,247220,2630,94,9,9.57,-11,34,36.17,6,1.21,1000m,0,540,https://www.punters.com.au/form-guide/gunnedah_188184/join-the-gjc-cgande-class-1-handicap_1087731/,https://www.punters.com.au/horses/our-mate-chuckles_724901/,https://www.punters.com.au/jockeys/andrew-gibbons_80/,https://www.punters.com.au/trainers/craig-martin_571/,1
7,Poita,3,G,50,7,1,14.29,-69,2,28.57,5,0,0,-100,2,1,50,10,3389,23725,18.2,,55,55,9,22000,0,0,0,0,0,0,3,0,0,-100,1,33.33,0,0,0,0,0,0,5,0,0,-100,1,20,Belinda Hodder,No,,145175,1452,100,6,6,-73,23,23,1501820,1903,789,65,8.24,-53,218,27.63,493225,1707,289,19,6.57,-61,74,25.61,1304945,1854,704,61,8.66,-47,198,28.13,Colt Prosser,234215,2342,100,8,8,-61,23,23,384440,2172,177,14,7.91,-65,39,22.03,102225,1676,61,3,4.92,-90,14,22.95,447825,2834,158,19,12.03,-3,38,24.05,4,1.3,1006m,6,1100,https://www.punters.com.au/form-guide/gunnedah_188184/join-the-gjc-cgande-class-1-handicap_1087731/,https://www.punters.com.au/horses/poita_754914/,https://www.punters.com.au/jockeys/belinda-hodder_1798/,https://www.punters.com.au/trainers/colt-prosser_5025/,3
9,De Goey,4,G,46,16,1,6.25,-41,4,25,12,0,0,-100,4,1,25,138,1649,26390,41,,55,55,1,22000,2,0,0,-100,0,0,9,0,0,-100,1,11.11,2,0,0,-100,0,0,11,0,0,-100,3,27.27,Darryl McLellan,No,,216915,2169,100,6,6,-55,28,28,1142570,2193,521,31,5.95,-52,117,22.46,335470,1973,170,10,5.88,-52,40,23.53,1310220,2668,491,31,6.31,-53,114,23.22,Jeremy Sylvester,147920,1479,100,6,6,-51,18,18,272295,1565,174,11,6.32,-41,34,19.54,96925,1615,60,6,10,-21,10,16.67,295280,1717,172,10,5.81,-26,40,23.26,8,5.02,1000m,0,500,https://www.punters.com.au/form-guide/gunnedah_188184/join-the-gjc-cgande-class-1-handicap_1087731/,https://www.punters.com.au/horses/de-goey_730190/,https://www.punters.com.au/jockeys/darryl-mclellan_429/,https://www.punters.com.au/trainers/jeremy-sylvester_458/,4
10,Hilfiger,6,G,43,16,1,6.25,6,6,37.5,14,1,7.14,21,2,0,0,-100,1927,30835,151,,55,55,7,22000,0,0,0,0,0,0,6,1,16.67,183,2,33.33,0,0,0,0,0,0,14,1,7.14,21,6,42.86,Kath Bell-Pitomac,Yes,,166535,1665,100,9,9,-9,27,27,559355,1650,339,29,8.55,5,86,25.37,300375,1632,184,15,8.15,-20,52,28.26,258980,1671,155,14,9.03,35,34,21.94,Merv Rumble,211390,2114,100,12,12,-38,30,30,54720,1824,30,3,10,-58,8,26.67,10160,847,12,0,0,-100,1,8.33,60200,2230,27,4,14.81,-41,9,33.33,12,13.76,1100m,100,,https://www.punters.com.au/form-guide/gunnedah_188184/join-the-gjc-cgande-class-1-handicap_1087731/,https://www.punters.com.au/horses/hilfiger_534768/,https://www.punters.com.au/jockeys/kath-bell-pitomac_8495/,https://www.punters.com.au/trainers/merv-rumble_1221/,9
11,Honour Your Offer,9,G,43,30,1,3.33,-67,7,23.33,19,1,5.26,-47,11,0,0,-100,762,22855,161,,55,53.5,8,22000,1,0,0,-100,0,0,8,0,0,-100,1,12.5,1,0,0,-100,0,0,17,1,5.88,-41,5,29.41,Yvette Lewis,Yes,1.5,187340,1873,100,11,11,-14,32,32,428745,1643,261,25,9.58,-22,69,26.44,185365,2181,85,12,14.12,11,30,35.29,554810,1761,315,37,11.75,-30,90,28.57,Nicholas Dixon,28240,3530,8,1,12.5,-74,3,37.5,22200,3171,7,1,14.29,-71,2,28.57,500,250,2,0,0,-100,0,0,28240,4034,7,1,14.29,-71,3,42.86,11,7.55,1000m,0,,https://www.punters.com.au/form-guide/gunnedah_188184/join-the-gjc-cgande-class-1-handicap_1087731/,https://www.punters.com.au/horses/honour-your-offer_402635/,https://www.punters.com.au/jockeys/yvette-lewis_15912/,https://www.punters.com.au/trainers/nicholas-dixon_15103/,7
12,Mr Perfection,4,G,43,23,1,4.35,-43,2,8.7,11,0,0,-100,12,1,8.33,8,1049,24125,151,,55,53.5,2,22000,2,0,0,-100,0,0,4,0,0,-100,0,0,1,0,0,-100,0,0,10,0,0,-100,1,10,Qin Yong,Yes,1.5,133525,1335,100,2,2,-88,19,19,602943,1574,383,24,6.27,-17,80,20.89,195700,1529,128,5,3.91,-78,25,19.53,609738,1580,386,28,7.25,-13,84,21.76,George Woodward,151385,1514,100,6,6,-70,17,17,222890,1457,153,9,5.88,-3,23,15.03,94520,1454,65,3,4.62,-86,11,16.92,162225,1258,129,8,6.2,23,20,15.5,6,6.59,1100m,100,540,https://www.punters.com.au/form-guide/gunnedah_188184/join-the-gjc-cgande-class-1-handicap_1087731/,https://www.punters.com.au/horses/mr-perfection_698690/,https://www.punters.com.au/jockeys/qin-yong_15101/,https://www.punters.com.au/trainers/george-woodward_395/,11
